FID	IID	PRS
ID_840	ID_840	-0.000423041
ID_841	ID_841	0.000383847
ID_842	ID_842	0.000983054
ID_843	ID_843	-0.00200602
ID_844	ID_844	0.000308287
ID_845	ID_845	0.000854789
ID_846	ID_846	0.000169464
ID_847	ID_847	-0.000276025
ID_848	ID_848	0.000917774
ID_849	ID_849	-0.000293418
ID_850	ID_850	-8.95536e-05
ID_851	ID_851	0.00080502
ID_852	ID_852	-0.00115327
ID_853	ID_853	0.000441697
ID_854	ID_854	0.000911448
ID_855	ID_855	-0.000692696
ID_856	ID_856	0.00127053
ID_857	ID_857	0.000484419
ID_858	ID_858	0.000452098
ID_859	ID_859	0.000594227
ID_860	ID_860	-0.00110704
ID_861	ID_861	-1.83062e-05
ID_862	ID_862	-0.000256376
ID_863	ID_863	2.77893e-05
ID_864	ID_864	0.00138266
ID_865	ID_865	3.88199e-05
ID_866	ID_866	-0.000125361
ID_867	ID_867	0.000154213
ID_868	ID_868	0.000110462
ID_869	ID_869	-0.000871939
ID_870	ID_870	-0.00188774
ID_871	ID_871	-0.000996521
ID_872	ID_872	0.000434306
ID_873	ID_873	-0.00101576
ID_874	ID_874	0.000136782
ID_875	ID_875	-0.000605244
ID_876	ID_876	-1.50475e-05
ID_877	ID_877	-0.00069853
ID_878	ID_878	-0.000798341
ID_879	ID_879	-6.30173e-05
ID_880	ID_880	0.00082296
ID_881	ID_881	0.000441845
ID_882	ID_882	0.00107171
ID_883	ID_883	0.000210484
ID_884	ID_884	0.0012303
ID_885	ID_885	0.000675945
ID_886	ID_886	0.000609141
ID_887	ID_887	-0.000400639
ID_888	ID_888	0.000637939
ID_889	ID_889	5.77958e-05
ID_890	ID_890	-0.000536083
ID_891	ID_891	-0.000908574
ID_892	ID_892	-0.000495419
ID_893	ID_893	-0.00021298
ID_894	ID_894	0.000599079
ID_895	ID_895	0.000730228
ID_896	ID_896	-0.00116752
ID_897	ID_897	-0.000235887
ID_898	ID_898	-0.000287836
ID_899	ID_899	0.000517301
ID_900	ID_900	0.000930536
ID_901	ID_901	0.000426039
ID_902	ID_902	0.000162686
ID_903	ID_903	0.000567066
ID_904	ID_904	0.000813899
ID_905	ID_905	-0.000598777
ID_906	ID_906	-0.000722739
ID_907	ID_907	0.000203075
ID_908	ID_908	0.000233293
ID_909	ID_909	-0.000310827
ID_910	ID_910	0.000119818
ID_911	ID_911	-0.000795318
ID_912	ID_912	-0.00104704
ID_913	ID_913	-0.000931013
ID_914	ID_914	-1.93126e-05
ID_915	ID_915	0.000177687
ID_916	ID_916	-0.000481552
ID_917	ID_917	-0.000287999
ID_918	ID_918	0.00135907
ID_919	ID_919	0.0002047
ID_920	ID_920	-0.000237156
ID_921	ID_921	0.000395973
ID_922	ID_922	0.000161811
ID_923	ID_923	0.000987086
ID_924	ID_924	-0.000407266
ID_925	ID_925	0.000421674
ID_926	ID_926	-0.00167806
ID_927	ID_927	-7.78378e-05
ID_928	ID_928	0.000404429
ID_929	ID_929	-0.000566802
ID_930	ID_930	3.78359e-05
ID_931	ID_931	-9.61056e-05
ID_932	ID_932	-0.000397866
ID_933	ID_933	0.000174745
ID_934	ID_934	-4.20442e-05
ID_935	ID_935	0.00168353
ID_936	ID_936	0.00015509
ID_937	ID_937	0.00060354
ID_938	ID_938	-0.000440615
ID_939	ID_939	-0.000310775
ID_940	ID_940	0.00131766
ID_941	ID_941	-0.00104898
ID_942	ID_942	-0.00102414
ID_943	ID_943	0.000442723
ID_944	ID_944	0.000264061
ID_945	ID_945	0.000594021
ID_946	ID_946	-0.000604441
ID_947	ID_947	-0.000607785
ID_948	ID_948	-0.000125432
ID_949	ID_949	0.00185496
ID_950	ID_950	0.00154674
ID_951	ID_951	-0.000312954
ID_952	ID_952	0.000808417
ID_953	ID_953	-0.000814756
ID_954	ID_954	-0.00033266
ID_955	ID_955	-0.000450381
ID_956	ID_956	0.000239731
ID_957	ID_957	-0.000197217
ID_958	ID_958	-0.000612467
ID_959	ID_959	0.00148654
ID_960	ID_960	-0.000288827
ID_961	ID_961	-0.000895648
ID_962	ID_962	0.000544741
ID_963	ID_963	-0.000344461
ID_964	ID_964	0.00156864
ID_965	ID_965	0.00116917
ID_966	ID_966	-0.000701571
ID_967	ID_967	-0.000766192
ID_968	ID_968	-0.00090351
ID_969	ID_969	0.000676581
ID_970	ID_970	0.000288675
ID_971	ID_971	-0.00133954
ID_972	ID_972	0.000649999
ID_973	ID_973	-0.00124792
ID_974	ID_974	0.00179096
ID_975	ID_975	0.000617785
ID_976	ID_976	-0.000223545
ID_977	ID_977	0.000342129
ID_978	ID_978	-0.000113606
ID_979	ID_979	-0.000695207
ID_980	ID_980	0.000474524
ID_981	ID_981	-0.00183864
ID_982	ID_982	-0.00014741
ID_983	ID_983	6.31218e-05
ID_984	ID_984	0.000429864
ID_985	ID_985	0.00216781
ID_986	ID_986	0.00135279
ID_987	ID_987	-0.0016838
ID_988	ID_988	6.37224e-05
ID_989	ID_989	0.000385934
ID_990	ID_990	-0.000932452
ID_991	ID_991	0.000635187
ID_992	ID_992	0.00103329
ID_993	ID_993	-0.000706056
ID_994	ID_994	0.000269179
ID_995	ID_995	-0.00104908
ID_996	ID_996	0.000219094
ID_997	ID_997	0.000128883
ID_998	ID_998	0.0005232
ID_999	ID_999	-7.77521e-05
ID_1000	ID_1000	-0.000542057
